gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit
F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,22204,0,0,1,0,unknown,1.0,23.0,2.0
F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,14622,1160,1,1,0,Core staff,4.0,38.0,2.0
F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,10443,560,0,0,0,Core staff,2.0,10.0,0.0
M,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10886,742,0,0,0,Drivers,2.0,7.0,2.0
F,N,Y,1,117000.0,Working,Secondary / secondary special,Widow,House / apartment,16997,280,1,1,0,unknown,2.0,34.0,2.0
M,Y,N,0,270000.0,Commercial associate,Higher education,Separated,House / apartment,11621,2349,0,1,0,unknown,1.0,20.0,2.0
F,N,N,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10151,1138,0,0,0,Laborers,3.0,21.0,2.0
F,Y,Y,1,225000.0,Commercial associate,Higher education,Separated,House / apartment,15671,232,0,0,1,Laborers,2.0,11.0,2.0
F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,19317,6590,1,1,1,Laborers,2.0,31.0,1.0
M,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,20008,5585,0,0,0,Security staff,2.0,21.0,2.0
F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,13480,3153,0,0,0,Private service staff,1.0,29.0,2.0
M,Y,N,1,405000.0,State servant,Secondary / secondary special,Married,House / apartment,14166,2404,0,0,0,Medicine staff,3.0,1.0,1.0
F,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,16999,1140,1,1,0,Sales staff,1.0,11.0,2.0
F,N,N,2,67500.0,State servant,Higher education,Married,House / apartment,12231,3072,1,1,0,Secretaries,4.0,50.0,1.0
M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,19788,2286,0,0,0,Drivers,2.0,41.0,2.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,21819,0,0,0,0,unknown,2.0,8.0,2.0
M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,15171,1508,0,0,0,Drivers,3.0,17.0,2.0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,22170,1121,1,1,0,Laborers,2.0,43.0,2.0
F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,21486,0,0,0,0,unknown,1.0,10.0,2.0
F,N,Y,2,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,12486,1816,0,0,0,Laborers,4.0,52.0,2.0
M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,15085,354,0,0,0,Managers,3.0,3.0,1.0
F,N,Y,0,32400.0,State servant,Secondary / secondary special,Married,House / apartment,19200,5637,0,0,0,Managers,2.0,26.0,1.0
M,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,10512,523,0,0,0,unknown,3.0,59.0,1.0
F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,16000,2758,0,1,0,Sales staff,2.0,4.0,0.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,23255,0,0,0,0,unknown,2.0,39.0,0.0
F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,11907,2988,1,1,1,Core staff,2.0,40.0,2.0
M,Y,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,17887,567,1,0,0,Drivers,2.0,54.0,2.0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,10809,2334,1,0,0,unknown,1.0,33.0,1.0
M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,16204,925,1,1,0,Drivers,3.0,59.0,2.0
F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,15843,1398,0,1,0,Sales staff,3.0,14.0,2.0
F,N,Y,0,103500.0,Working,Incomplete higher,Married,House / apartment,11855,4583,0,0,0,Laborers,2.0,19.0,1.0
F,Y,Y,1,234000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,10865,1481,0,0,0,Sales staff,3.0,27.0,2.0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,19922,1128,0,0,0,unknown,2.0,16.0,2.0
F,N,Y,0,207000.0,Working,Secondary / secondary special,Single / not married,House / apartment,18617,2506,0,0,0,Cooking staff,1.0,54.0,0.0
M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,9889,1000,0,0,0,Managers,4.0,7.0,2.0
F,N,Y,0,117000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22773,0,0,1,0,unknown,2.0,27.0,2.0
F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,18934,1539,0,0,1,Accountants,1.0,41.0,2.0
F,N,N,0,49500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23871,0,0,0,0,unknown,1.0,45.0,2.0
M,Y,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,14312,4480,1,1,0,Laborers,4.0,58.0,0.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,23498,0,0,0,0,unknown,1.0,12.0,2.0
F,N,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,15598,7786,1,1,0,Core staff,1.0,57.0,2.0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,18293,521,1,0,0,unknown,2.0,39.0,2.0
F,N,Y,0,45000.0,Working,Secondary / secondary special,Married,House / apartment,14395,989,0,1,0,unknown,2.0,8.0,2.0
M,N,Y,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,16323,0,0,1,0,unknown,3.0,51.0,2.0
M,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,11223,2326,0,0,0,unknown,2.0,48.0,2.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13541,3427,0,0,0,Core staff,3.0,43.0,1.0
F,Y,Y,2,144000.0,Working,Higher education,Married,House / apartment,14291,532,0,0,1,Accountants,4.0,25.0,2.0
M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,14071,3806,1,0,0,Laborers,2.0,33.0,2.0
M,N,Y,0,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,10448,2323,1,0,1,unknown,2.0,14.0,1.0
F,N,N,0,292500.0,Commercial associate,Higher education,Married,House / apartment,17870,880,0,1,0,Accountants,2.0,56.0,2.0
M,Y,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,14170,921,0,0,0,Managers,2.0,29.0,2.0
M,N,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,15562,7824,0,1,0,Laborers,2.0,14.0,1.0
M,Y,N,0,310500.0,Working,Higher education,Single / not married,House / apartment,9930,674,0,0,0,Laborers,1.0,26.0,2.0
F,N,N,3,112500.0,Working,Incomplete higher,Married,Municipal apartment,15447,2470,1,0,0,Sales staff,5.0,50.0,2.0
M,N,N,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,10860,1001,1,0,0,Security staff,2.0,19.0,0.0
F,N,Y,0,121500.0,Commercial associate,Secondary / secondary special,Married,Co-op apartment,12017,1711,0,1,0,Sales staff,2.0,17.0,1.0
F,N,Y,0,270000.0,Working,Secondary / secondary special,Married,Municipal apartment,21088,8855,0,0,0,Laborers,2.0,12.0,2.0
F,Y,N,4,202500.0,Working,Incomplete higher,Married,House / apartment,12448,4395,0,0,0,Core staff,6.0,18.0,2.0
M,N,Y,0,180000.0,Working,Incomplete higher,Married,House / apartment,17146,5680,0,1,0,Laborers,2.0,44.0,0.0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,22362,0,0,0,0,unknown,1.0,17.0,2.0
F,Y,Y,0,540000.0,Commercial associate,Higher education,Married,House / apartment,15702,185,0,1,0,unknown,2.0,7.0,0.0
M,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,8696,172,0,0,0,Laborers,2.0,1.0,0.0
M,Y,N,0,180000.0,Working,Secondary / secondary special,Separated,Municipal apartment,14349,317,0,0,0,Laborers,1.0,58.0,1.0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,17438,142,0,0,0,Sales staff,1.0,51.0,2.0
F,Y,Y,1,225000.0,Commercial associate,Higher education,Civil marriage,House / apartment,10689,2819,0,0,0,unknown,3.0,56.0,0.0
F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,12116,553,0,0,0,Managers,2.0,50.0,2.0
F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21908,0,0,0,0,unknown,2.0,31.0,2.0
M,Y,Y,0,135000.0,Working,Academic degree,Married,House / apartment,22541,195,0,1,0,unknown,2.0,11.0,2.0
M,Y,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14781,2934,1,1,0,Managers,4.0,7.0,0.0
M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,21753,4540,0,0,0,unknown,2.0,27.0,2.0
F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,13202,2646,1,0,0,Laborers,2.0,46.0,2.0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,21363,0,0,0,0,unknown,2.0,25.0,1.0
M,Y,N,1,270000.0,Working,Secondary / secondary special,Separated,House / apartment,13425,3143,0,0,0,Drivers,2.0,5.0,2.0
F,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,14269,1273,0,0,0,Laborers,1.0,58.0,0.0
M,N,N,1,405000.0,Working,Secondary / secondary special,Married,With parents,12675,1328,0,0,0,Drivers,3.0,1.0,1.0
F,Y,Y,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,18053,3141,0,0,0,Sales staff,2.0,39.0,1.0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,Municipal apartment,12130,798,0,0,0,Cooking staff,2.0,10.0,2.0
F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,13064,2286,1,0,0,Medicine staff,2.0,44.0,0.0
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,21215,808,0,0,0,Medicine staff,2.0,5.0,2.0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,21684,2422,0,0,0,Drivers,2.0,9.0,2.0
F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,13127,3424,0,1,0,Core staff,2.0,30.0,2.0
M,Y,N,1,495000.0,Working,Secondary / secondary special,Married,House / apartment,10261,235,0,1,0,Laborers,3.0,26.0,2.0
M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,16833,3515,0,0,1,Core staff,3.0,22.0,2.0
F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,11353,2316,0,0,1,Accountants,2.0,35.0,1.0
F,Y,Y,0,157500.0,Working,Higher education,Married,Co-op apartment,22185,347,1,0,0,Accountants,2.0,0.0,1.0
F,N,Y,2,225000.0,Working,Higher education,Married,Co-op apartment,15377,341,0,0,0,Laborers,4.0,18.0,1.0
M,Y,N,0,634500.0,Working,Higher education,Married,House / apartment,17502,2888,1,1,0,Managers,2.0,9.0,2.0
F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,12834,1224,0,0,1,Laborers,3.0,5.0,2.0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,13137,2392,1,1,0,Waiters/barmen staff,2.0,30.0,2.0
F,N,Y,0,135000.0,Pensioner,Lower secondary,Married,House / apartment,22569,0,0,0,0,unknown,2.0,4.0,2.0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,21832,0,0,1,0,unknown,2.0,30.0,2.0
F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,13541,3427,0,0,0,Core staff,3.0,34.0,2.0
F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,21383,0,0,1,0,unknown,2.0,54.0,2.0
F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,10800,3166,0,0,0,Sales staff,2.0,40.0,2.0
F,Y,Y,2,90000.0,State servant,Higher education,Married,House / apartment,11131,405,0,0,0,Core staff,4.0,7.0,2.0
F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,20644,3873,0,0,0,Medicine staff,2.0,10.0,2.0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,11382,2468,1,1,0,Drivers,2.0,27.0,2.0
M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,17262,1617,0,0,0,Core staff,2.0,32.0,2.0
F,N,Y,0,112500.0,Commercial associate,Higher education,Single / not married,House / apartment,15675,2198,0,0,0,Secretaries,1.0,45.0,2.0
M,Y,Y,1,270000.0,Working,Higher education,Married,House / apartment,17193,1137,0,0,0,Laborers,3.0,9.0,2.0
M,Y,N,1,202500.0,Working,Incomplete higher,Married,House / apartment,11745,231,1,0,0,Drivers,3.0,1.0,0.0
F,N,N,2,135000.0,State servant,Incomplete higher,Married,With parents,11637,2285,1,1,0,Core staff,4.0,35.0,2.0
F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,17249,1661,1,1,0,unknown,2.0,43.0,1.0
F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,14221,1542,0,0,0,Private service staff,2.0,22.0,2.0
F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,15329,8510,0,0,0,Core staff,2.0,56.0,2.0
F,N,Y,1,135000.0,Commercial associate,Incomplete higher,Married,House / apartment,9734,2049,1,1,1,Core staff,3.0,24.0,2.0
F,N,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,15083,847,0,0,0,High skill tech staff,3.0,37.0,2.0
F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,13012,1342,0,1,0,Sales staff,3.0,25.0,1.0
M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,13788,640,1,0,0,Laborers,3.0,40.0,2.0
F,N,Y,2,157500.0,Working,Secondary / secondary special,Separated,House / apartment,13716,1325,0,0,0,Laborers,3.0,31.0,2.0
F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,20989,0,0,0,0,unknown,2.0,14.0,2.0
F,N,Y,1,180000.0,Working,Higher education,Separated,House / apartment,16554,2470,0,0,1,unknown,2.0,22.0,1.0
F,Y,Y,2,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,12642,3298,0,0,0,High skill tech staff,4.0,12.0,2.0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,22811,2234,1,1,0,High skill tech staff,2.0,40.0,2.0
F,N,Y,0,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,20577,13010,1,0,0,Core staff,1.0,54.0,2.0
F,Y,Y,3,243000.0,Commercial associate,Higher education,Single / not married,Rented apartment,23198,1112,0,0,0,Managers,4.0,6.0,2.0
F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,14271,302,0,0,0,unknown,1.0,1.0,1.0
M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,10000,1779,0,0,0,Laborers,3.0,42.0,2.0
F,N,N,1,157500.0,Commercial associate,Incomplete higher,Married,With parents,11941,2760,0,0,0,unknown,3.0,49.0,2.0
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20592,0,0,1,0,unknown,2.0,8.0,0.0
F,N,Y,1,135000.0,Working,Higher education,Civil marriage,House / apartment,9792,293,0,0,1,Core staff,3.0,4.0,2.0
M,N,Y,0,135000.0,Working,Higher education,Married,With parents,14734,3172,1,1,0,unknown,2.0,28.0,2.0
F,N,Y,2,157500.0,State servant,Higher education,Married,House / apartment,9958,987,1,1,0,Core staff,4.0,27.0,1.0
F,N,N,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,10218,1740,0,1,0,Security staff,2.0,48.0,1.0
F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,17752,2380,1,1,0,Accountants,1.0,47.0,2.0
M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,12939,200,0,0,0,Core staff,4.0,27.0,0.0
M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,20693,0,0,0,0,unknown,2.0,16.0,1.0
F,N,N,0,171000.0,Pensioner,Higher education,Married,House / apartment,20771,0,0,1,0,unknown,2.0,35.0,1.0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,20037,4091,1,1,0,Sales staff,2.0,31.0,2.0
M,Y,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,13170,704,0,1,0,Core staff,4.0,16.0,0.0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16817,4410,0,0,1,Sales staff,2.0,5.0,2.0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,18199,5190,0,0,0,Cleaning staff,2.0,12.0,0.0
F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,17257,777,0,0,0,Laborers,1.0,50.0,2.0
M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,9961,1775,0,0,0,unknown,3.0,28.0,2.0
M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,16424,1458,0,0,0,Drivers,3.0,21.0,2.0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,16510,2788,1,1,0,unknown,2.0,42.0,2.0
M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,9862,2135,1,0,0,Laborers,1.0,19.0,2.0
F,Y,Y,1,270000.0,Commercial associate,Academic degree,Married,House / apartment,12155,979,0,0,0,Sales staff,3.0,19.0,0.0
M,Y,Y,0,279000.0,Working,Secondary / secondary special,Separated,House / apartment,18341,686,1,0,0,Drivers,1.0,11.0,2.0
F,N,N,0,135000.0,State servant,Secondary / secondary special,Married,House / apartment,18650,10936,0,1,0,unknown,2.0,51.0,2.0
M,Y,Y,0,360000.0,Working,Secondary / secondary special,Married,House / apartment,20186,827,0,0,0,Laborers,2.0,27.0,2.0
M,N,N,2,90000.0,Working,Secondary / secondary special,Married,Municipal apartment,14767,932,1,1,0,unknown,4.0,13.0,2.0
F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,23334,0,0,0,0,unknown,2.0,23.0,2.0
M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,11723,1830,1,0,1,unknown,2.0,46.0,2.0
F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,20174,0,0,0,0,unknown,2.0,49.0,2.0
F,Y,N,1,337500.0,Working,Higher education,Married,House / apartment,10542,2607,0,0,0,unknown,3.0,24.0,1.0
F,N,Y,2,180000.0,State servant,Higher education,Married,House / apartment,11020,3578,0,0,0,Core staff,4.0,32.0,2.0
F,N,Y,1,225000.0,Working,Higher education,Civil marriage,House / apartment,10604,2374,0,0,0,Sales staff,3.0,43.0,2.0
F,Y,N,1,450000.0,Working,Higher education,Single / not married,House / apartment,11115,1273,0,1,0,Managers,2.0,49.0,2.0
F,Y,N,1,184500.0,Working,Higher education,Separated,With parents,13438,4447,1,0,0,Core staff,2.0,0.0,0.0
M,Y,Y,0,360000.0,Working,Higher education,Married,House / apartment,10929,3318,0,1,0,Drivers,2.0,28.0,2.0
F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,16958,755,0,1,0,HR staff,2.0,51.0,2.0
F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,22892,0,0,0,0,unknown,2.0,33.0,2.0
F,Y,Y,1,315000.0,Working,Incomplete higher,Single / not married,House / apartment,11725,2044,0,0,0,Core staff,2.0,18.0,2.0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,10227,3365,1,1,0,Sales staff,1.0,6.0,2.0
F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,13480,1328,0,0,1,Sales staff,3.0,37.0,1.0
M,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,10239,0,0,0,0,unknown,2.0,43.0,2.0
M,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,19452,3017,0,1,0,Laborers,2.0,6.0,0.0
